T_Set,Thermostate_Switch,T_Room
18,0,19.3952
18,0,19.4185
18,0,19.441
18,0,19.463
18,0,19.4842
18,0,19.5049
18,0,19.525
18,0,19.5444
18,0,19.5633
18,0,19.5815
18,0,19.5992
18,0,19.6163
18,0,19.6329
18,0,19.6489
18,0,19.6643
18,0,19.6792
18,0,19.6936
18,0,19.7074
18,0,19.7207
18,0,19.7335
18,0,19.7472
18,0,19.7603
18,0,19.773
18,0,19.7851
18,0,19.7968
18,0,19.808
18,0,19.8187
18,0,19.829
18,0,19.8388
18,0,19.8482
18,0,19.8571
18,0,19.8656
18,0,19.8741
18,0,19.8822
18,0,19.8898
18,0,19.8971
18,0,19.9039
18,0,19.9104
18,0,19.9164
18,0,19.9221
18,0,19.9273
18,0,19.9322
18,0,19.9367
18,0,19.9409
18,0,19.9451
18,0,19.949
18,0,19.9525
18,0,19.9557
18,0,19.9585
18,0,19.961
18,0,19.9631
18,0,19.9649
18,0,19.9664
18,0,19.9676
18,0,19.9685
18,0,19.969
18,0,19.9702
18,0,19.971
18,0,19.9715
18,0,19.9718
18,0,19.9717
18,0,19.9714
18,0,19.9708
18,0,19.9698
18,0,19.9686
18,0,19.9672
18,0,19.9654
18,0,19.9634
18,0,19.9621
18,0,19.9605
18,0,19.9586
18,0,19.9565
18,0,19.9541
18,0,19.9514
18,0,19.9486
18,0,19.9454
18,0,19.9421
18,0,19.9385
18,0,19.9347
18,0,19.9306
18,0,19.9268
18,0,19.9227
18,0,19.9185
18,0,19.914
18,0,19.9093
18,0,19.9044
18,0,19.8993
18,0,19.8939
18,0,19.8884
18,0,19.8827
18,0,19.8768
18,0,19.8707
18,0,19.8644
18,0,19.8579
18,0,19.8512
18,0,19.8444
18,0,19.8373
18,0,19.8301
18,0,19.8227
18,0,19.8152
18,0,19.8075
18,0,19.7996
18,0,19.7916
18,0,19.7834
18,0,19.775
18,0,19.7665
18,0,19.7578
18,0,19.749
18,0,19.7401
18,0,19.731
18,0,19.7217
18,0,19.7123
18,0,19.7028
18,0,19.6931
18,0,19.6833
18,0,19.6734
18,0,19.6634
18,0,19.6532
18,0,19.6429
18,0,19.6324
18,0,19.6219
18,0,19.6112
18,0,19.6004
18,0,19.5895
18,0,19.5785
18,0,19.5673
18,0,19.5561
18,0,19.5448
18,0,19.5333
18,0,19.5217
18,0,19.5101
18,0,19.4983
18,0,19.4865
18,0,19.4745
18,0,19.4624
18,0,19.4503
18,0,19.438
18,0,19.4257
18,0,19.4133
18,0,19.4008
18,0,19.3882
18,0,19.3755
18,0,19.3627
18,0,19.3499
18,0,19.337
18,0,19.324
18,0,19.3109
18,0,19.2977
18,0,19.2845
18,0,19.2712
18,0,19.2578
18,0,19.2444
18,0,19.2308
18,0,19.2172
18,0,19.2036
18,0,19.1899
18,0,19.1761
18,0,19.1622
18,0,19.1483
18,0,19.1344
18,0,19.1203
18,0,19.1063
18,0,19.0921
18,0,19.0779
18,0,19.0637
18,0,19.0494
18,0,19.035
18,0,19.0206
18,0,19.0061
18,0,18.9916
18,0,18.977
18,0,18.9624
18,0,18.9478
18,0,18.9331
18,0,18.9183
18,0,18.9035
18,0,18.8887
18,0,18.8738
18,0,18.8589
18,0,18.844
18,0,18.829
18,0,18.8139
18,0,18.7989
18,0,18.7837
18,0,18.7686
18,0,18.7534
18,0,18.7382
18,0,18.723
18,0,18.7077
18,0,18.6924
18,0,18.677
18,0,18.6617
18,0,18.6463
18,0,18.6308
18,0,18.6154
18,0,18.5999
18,0,18.5844
18,0,18.5688
18,0,18.5533
18,0,18.5377
18,0,18.5221
18,0,18.5064
18,0,18.4908
18,0,18.4751
18,0,18.4594
18,0,18.4437
18,0,18.4279
18,0,18.4122
18,0,18.3964
18,0,18.3806
18,0,18.3648
18,0,18.3489
18,0,18.3331
18,0,18.3172
18,0,18.3013
18,0,18.2855
18,0,18.2695
18,0,18.2536
18,0,18.2377
18,0,18.2217
18,0,18.2058
18,0,18.1898
18,0,18.1738
18,0,18.1578
18,0,18.1418
18,0,18.1258
18,0,18.1098
18,0,18.0937
18,0,18.0777
18,0,18.0616
18,0,18.0456
18,0,18.0295
18,0,18.0134
18,0,17.9973
18,0,17.9813
18,0,17.9652
18,0,17.9491
18,0,17.933
18,0,17.9169
18,0,17.9008
18,0,17.8846
18,0,17.8685
18,0,17.8524
18,0,17.8363
18,0,17.8202
18,0,17.804
18,0,17.7879
18,0,17.7718
18,0,17.7556
18,0,17.7395
18,0,17.7234
18,0,17.7072
18,0,17.6911
18,0,17.675
18,0,17.6589
18,0,17.6427
18,0,17.6266
18,0,17.6105
18,0,17.5944
18,0,17.5782
18,0,17.5621
18,0,17.546
18,0,17.5299
18,0,17.5138
18,0,17.4977
18,1,17.4816
18,1,17.4689
18,1,17.4595
18,1,17.4535
18,1,17.4506
18,1,17.451
18,1,17.4545
18,1,17.4611
18,1,17.4708
18,1,17.4835
18,1,17.4992
18,1,17.5178
18,1,17.5392
18,1,17.5635
18,1,17.5905
18,1,17.6198
18,1,17.6513
18,1,17.6847
18,1,17.7198
18,1,17.7564
18,1,17.7944
18,1,17.8336
18,1,17.8739
18,1,17.9152
18,1,17.9572
18,1,18
18,1,18.0435
18,1,18.0875
18,1,18.1319
18,1,18.1768
18,1,18.222
18,1,18.2674
18,1,18.3131
18,1,18.359
18,1,18.405
18,1,18.4511
18,1,18.4972
18,1,18.5433
18,0,18.5895
18,0,18.6347
18,0,18.679
18,0,18.7223
18,0,18.7648
18,0,18.8064
18,0,18.8471
18,0,18.8869
18,0,18.9258
18,0,18.964
18,0,19.0013
18,0,19.0378
18,0,19.0734
18,0,19.1083
18,0,19.1424
18,0,19.1757
18,0,19.2082
18,0,19.24
18,0,19.2711
18,0,19.3014
18,0,19.331
18,0,19.3599
18,0,19.388
18,0,19.4155
18,0,19.4423
18,0,19.4684
18,0,19.4939
18,0,19.5187
18,0,19.5428
18,0,19.5664
18,0,19.5892
18,0,19.6115
18,0,19.6332
18,0,19.6542
18,0,19.6747
18,0,19.6945
18,0,19.7138
18,0,19.7325
18,0,19.7507
18,0,19.7683
18,0,19.7853
18,0,19.8019
18,0,19.8178
18,0,19.8333
18,0,19.8482
18,0,19.8627
18,0,19.8766
18,0,19.89
18,0,19.903
18,0,19.9154
18,0,19.9274
18,0,19.9389
18,0,19.95
18,0,19.9606
18,0,19.9707
18,0,19.9805
18,0,19.9897
18,0,19.9986
18,0,20.007
18,0,20.015
18,0,20.0226
18,0,20.0298
18,0,20.0366
18,0,20.0429
18,0,20.049
18,0,20.0546
18,0,20.0598
18,0,20.0647
18,0,20.0692
18,0,20.0733
18,0,20.0771
18,0,20.0805
18,0,20.0836
18,0,20.0864
18,0,20.0888
18,0,20.0909
18,0,20.0926
18,0,20.0941
18,0,20.0952
18,0,20.0961
18,0,20.0966
18,0,20.0968
18,0,20.0968
18,0,20.0964
18,0,20.0957
18,0,20.0948
18,0,20.0936
18,0,20.0921
18,0,20.0903
18,0,20.0883
18,0,20.086
18,0,20.0834
18,0,20.0806
18,0,20.0775
18,0,20.0742
18,0,20.0706
18,0,20.0668
18,0,20.0627
18,0,20.0585
18,0,20.0539
18,0,20.0492
18,0,20.0442
18,0,20.039
18,0,20.0336
18,0,20.028
18,0,20.0222
18,0,20.0161
18,0,20.0099
18,0,20.0034
18,0,19.9968
18,0,19.9899
18,0,19.9829
18,0,19.9756
18,0,19.9682
18,0,19.9607
18,0,19.9529
18,0,19.945
18,0,19.9368
18,0,19.9286
18,0,19.9201
18,0,19.9115
18,0,19.9027
18,0,19.8937
18,0,19.8846
18,0,19.8753
18,0,19.8659
18,0,19.8563
18,0,19.8466
18,0,19.8368
18,0,19.8268
18,0,19.8166
18,0,19.8063
18,0,19.7959
18,0,19.7853
18,0,19.7746
18,0,19.7638
18,0,19.7528
18,0,19.7417
18,0,19.7305
18,0,19.7192
18,0,19.7077
18,0,19.6961
18,0,19.6844
18,0,19.6726
18,0,19.6607
18,0,19.6486
18,0,19.6365
18,0,19.6242
18,0,19.6119
18,0,19.5994
18,0,19.5868
18,0,19.5741
18,0,19.5613
18,0,19.5485
18,0,19.5355
18,0,19.5224
18,0,19.5092
18,0,19.496
18,0,19.4826
18,0,19.4692
18,0,19.4557
18,0,19.4421
18,0,19.4284
18,0,19.4146
18,0,19.4007
18,0,19.3868
18,0,19.3728
18,0,19.3587
18,0,19.3445
18,0,19.3303
18,0,19.316
18,0,19.3016
18,0,19.2871
18,0,19.2726
18,0,19.258
18,0,19.2434
18,0,19.2286
18,0,19.2139
18,0,19.199
18,0,19.1841
18,0,19.1691
18,0,19.1541
18,0,19.139
18,0,19.1239
18,0,19.1087
18,0,19.0934
18,0,19.0781
18,0,19.0627
18,0,19.0473
18,0,19.0319
18,0,19.0163
18,0,19.0008
18,0,18.9852
18,0,18.9695
18,0,18.9538
18,0,18.9381
18,0,18.9223
18,0,18.9065
18,0,18.8906
18,0,18.8747
18,0,18.8587
18,0,18.8428
18,0,18.8267
18,0,18.8107
18,0,18.7946
18,0,18.7784
18,0,18.7623
18,0,18.7461
18,0,18.7298
18,0,18.7135
18,0,18.6972
18,0,18.6809
18,0,18.6646
18,0,18.6482
18,0,18.6317
18,0,18.6153
18,0,18.5988
18,0,18.5823
18,0,18.5658
18,0,18.5493
18,0,18.5327
18,0,18.5161
18,0,18.4995
18,0,18.4828
18,0,18.4662
18,0,18.4495
18,0,18.4328
18,0,18.416
18,0,18.3993
18,0,18.3825
18,0,18.3658
18,0,18.349
18,0,18.3322
18,0,18.3153
18,0,18.2985
18,0,18.2816
18,0,18.2647
18,0,18.2479
18,0,18.2309
18,0,18.214
18,0,18.1971
18,0,18.1802
18,0,18.1632
18,0,18.1463
18,0,18.1293
18,0,18.1123
18,0,18.0953
18,0,18.0783
18,0,18.0613
18,0,18.0443
18,0,18.0272
18,0,18.0102
18,0,17.9932
18,0,17.9761
18,0,17.9591
18,0,17.942
18,0,17.925
18,0,17.9079
18,0,17.8908
18,0,17.8737
18,0,17.8567
18,0,17.8396
18,0,17.8225
18,0,17.8054
18,0,17.7883
18,0,17.7712
18,0,17.7541
18,0,17.737
18,0,17.7199
18,0,17.7028
18,0,17.6857
18,0,17.6686
18,0,17.6515
18,0,17.6344
18,0,17.6173
18,0,17.6003
18,0,17.5832
18,0,17.5661
18,0,17.549
18,0,17.5319
18,0,17.5148
18,0,17.4977
18,1,17.4807
18,1,17.467
18,1,17.4566
18,1,17.4496
18,1,17.4458
18,1,17.4452
18,1,17.4477
18,1,17.4534
18,1,17.4621
18,1,17.4738
18,1,17.4884
18,1,17.506
18,1,17.5265
18,1,17.5498
18,1,17.5758
18,1,17.604
18,1,17.6344
18,1,17.6666
18,1,17.7005
18,1,17.7359
18,1,17.7727
18,1,17.8106
18,1,17.8496
18,1,17.8896
18,1,17.9303
18,1,17.9718
18,1,18.0139
18,1,18.0566
18,1,18.0997
18,1,18.1431
18,1,18.187
18,1,18.2311
18,1,18.2754
18,1,18.3199
18,1,18.3645
18,1,18.4092
18,1,18.4539
18,1,18.4987
18,1,18.5435
18,0,18.5882
18,0,18.632
18,0,18.6749
18,0,18.7169
18,0,18.7579
18,0,18.7981
18,0,18.8374
18,0,18.8759
18,0,18.9135
18,0,18.9503
18,0,18.9862
18,0,19.0214
18,0,19.0557
18,0,19.0892
18,0,19.122
18,0,19.154
18,0,19.1852
18,0,19.2157
18,0,19.2454
18,0,19.2744
18,0,19.3027
18,0,19.3303
18,0,19.3571
18,0,19.3833
18,0,19.4088
18,0,19.4337
18,0,19.4579
18,0,19.4814
18,0,19.5043
18,0,19.5265
18,0,19.5481
18,0,19.5691
18,0,19.5895
18,0,19.6093
18,0,19.6285
18,0,19.6472
18,0,19.6652
18,0,19.6827
18,0,19.6996
18,0,19.716
18,0,19.7318
18,0,19.7471
18,0,19.7619
18,0,19.7761
18,0,19.7899
18,0,19.8031
18,0,19.8158
18,0,19.828
18,0,19.8398
18,0,19.8511
18,0,19.8619
18,0,19.8722
18,0,19.8821
18,0,19.8915
18,0,19.9005
18,0,19.909
18,0,19.9171
18,0,19.9248
18,0,19.932
18,0,19.9389
18,0,19.9453
18,0,19.9513
18,0,19.9569
18,0,19.9622
18,0,19.967
18,0,19.9715
18,0,19.9756
18,0,19.9793
18,0,19.9827
18,0,19.9857
18,0,19.9884
18,0,19.9907
18,0,19.9926
18,0,19.9942
18,0,19.9955
18,0,19.9965
18,0,19.9971
18,0,19.9974
18,0,19.9974
18,0,19.9971
18,0,19.9965
18,0,19.9955
18,0,19.9943
18,0,19.9928
18,0,19.991
18,0,19.9889
18,0,19.9866
18,0,19.9839
18,0,19.981
18,0,19.9778
18,0,19.9744
18,0,19.9707
18,0,19.9667
18,0,19.9625
18,0,19.958
18,0,19.9533
18,0,19.9484
18,0,19.9432
18,0,19.9378
18,0,19.9321
18,0,19.9262
18,0,19.9201
18,0,19.9138
18,0,19.9073
18,0,19.9005
18,0,19.8936
18,0,19.8864
18,0,19.879
18,0,19.8714
18,0,19.8637
18,0,19.8557
18,0,19.8475
18,0,19.8392
18,0,19.8307
18,0,19.8219
18,0,19.813
18,0,19.8025
18,0,19.7919
18,0,19.781
18,0,19.77
18,0,19.7589
18,0,19.7476
18,0,19.7361
18,0,19.7245
18,0,19.7128
18,0,19.7009
18,0,19.6888
18,0,19.6767
18,0,19.6639
18,0,19.651
18,0,19.6379
18,0,19.6248
18,0,19.6115
18,0,19.598
18,0,19.5845
18,0,19.5708
18,0,19.5571
18,0,19.5432
18,0,19.5292
18,0,19.5151
18,0,19.5004
18,0,19.4856
18,0,19.4707
18,0,19.4557
18,0,19.4406
18,0,19.4254
18,0,19.4102
18,0,19.3948
18,0,19.3793
18,0,19.3638
18,0,19.3481
18,0,19.3324
18,0,19.3157
18,0,19.2989
18,0,19.282
18,0,19.265
18,0,19.248
18,0,19.2309
18,0,19.2137
18,0,19.1965
18,0,19.1792
18,0,19.1618
18,0,19.1444
18,0,19.1269
18,0,19.1085
18,0,19.09
18,0,19.0714
18,0,19.0528
18,0,19.0341
18,0,19.0154
18,0,18.9967
18,0,18.9779
18,0,18.9591
18,0,18.9402
18,0,18.9213
18,0,18.9023
18,0,18.8829
18,0,18.8634
18,0,18.8438
18,0,18.8243
18,0,18.8047
18,0,18.7851
18,0,18.7655
18,0,18.7458
18,0,18.7261
18,0,18.7064
18,0,18.6866
18,0,18.6668
18,0,18.647
18,0,18.6272
18,0,18.6074
18,0,18.5875
18,0,18.5676
18,0,18.5477
18,0,18.5277
18,0,18.5078
18,0,18.4878
18,0,18.4678
18,0,18.4478
18,0,18.4278
18,0,18.4078
18,0,18.3877
18,0,18.3676
18,0,18.3475
18,0,18.3274
18,0,18.3073
18,0,18.2872
18,0,18.2671
18,0,18.2469
18,0,18.2268
18,0,18.2066
18,0,18.1864
18,0,18.1662
18,0,18.1461
18,0,18.1259
18,0,18.1057
18,0,18.0854
18,0,18.0652
18,0,18.045
18,0,18.0248
18,0,18.0045
18,0,17.9843
18,0,17.9641
18,0,17.9438
18,0,17.9236
18,0,17.9033
18,0,17.8831
18,0,17.8628
18,0,17.8426
18,0,17.8223
18,0,17.8021
18,0,17.7818
18,0,17.7616
18,0,17.7413
18,0,17.7211
18,0,17.7008
18,0,17.6806
18,0,17.6604
18,0,17.6401
18,0,17.6199
18,0,17.5997
18,0,17.5794
18,0,17.5592
18,0,17.539
18,0,17.5188
18,0,17.4986
18,1,17.4784
18,1,17.4616
18,1,17.4482
18,1,17.438
18,1,17.4311
18,1,17.4274
18,1,17.4268
18,1,17.4293
18,1,17.4349
18,1,17.4434
18,1,17.455
18,1,17.4694
18,1,17.4868
18,1,17.5067
18,1,17.5291
18,1,17.5536
18,1,17.58
18,1,17.6082
18,1,17.6378
18,1,17.6689
18,1,17.7012
18,1,17.7345
18,1,17.7689
18,1,17.8041
18,1,17.84
18,1,17.8766
18,1,17.9137
18,1,17.9513
18,1,17.9894
18,1,18.0278
18,1,18.0665
18,1,18.1054
18,1,18.1445
18,1,18.1838
18,1,18.2232
18,1,18.2627
18,1,18.3022
18,1,18.3417
18,1,18.3812
18,1,18.4207
18,1,18.4601
18,1,18.4995
18,1,18.5387
18,0,18.5778
18,0,18.616
18,0,18.6533
18,0,18.6897
18,0,18.7253
18,0,18.7599
18,0,18.7937
18,0,18.8267
18,0,18.8588
18,0,18.8901
18,0,18.9206
18,0,18.9503
18,0,18.9792
18,0,19.0073
18,0,19.0347
18,0,19.0613
18,0,19.0871
18,0,19.1123
18,0,19.1367
18,0,19.1604
18,0,19.1834
18,0,19.2057
18,0,19.2273
18,0,19.2483
18,0,19.2685
18,0,19.2882
18,0,19.3072
18,0,19.3255
18,0,19.3432
18,0,19.3603
18,0,19.3768
18,0,19.3927
18,0,19.408
18,0,19.4228
18,0,19.4369
18,0,19.4505
18,0,19.4635
18,0,19.476
18,0,19.4879
18,0,19.4993
18,0,19.5102
18,0,19.5206
18,0,19.5304
18,0,19.5397
18,0,19.5486
18,0,19.5569
18,0,19.5648
18,0,19.5722
18,0,19.5791
18,0,19.5856
18,0,19.5916
18,0,19.5971
18,0,19.6023
18,0,19.6069
18,0,19.6112
18,0,19.615
18,0,19.6184
18,0,19.6214
18,0,19.624
18,0,19.6262
18,0,19.628
18,0,19.6295
18,0,19.6305
18,0,19.6312
18,0,19.6315
18,0,19.6314
18,0,19.631
18,0,19.6302
18,0,19.629
18,0,19.6276
18,0,19.6258
18,0,19.6236
18,0,19.6211
18,0,19.6184
18,0,19.6152
18,0,19.6118
18,0,19.6081
18,0,19.604
18,0,19.5997
18,0,19.5951
18,0,19.5901
18,0,19.5849
18,0,19.5794
18,0,19.5737
18,0,19.5676
18,0,19.5613
18,0,19.5548
18,0,19.5479
18,0,19.5408
18,0,19.5335
18,0,19.5259
18,0,19.5181
18,0,19.51
18,0,19.5017
18,0,19.4931
18,0,19.4844
18,0,19.4754
18,0,19.4661
18,0,19.4567
18,0,19.447
18,0,19.4372
18,0,19.4271
18,0,19.4168
18,0,19.4063
18,0,19.3956
18,0,19.3847
18,0,19.3736
18,0,19.3624
18,0,19.3509
18,0,19.3393
18,0,19.3275
18,0,19.3155
18,0,19.3033
18,0,19.291
18,0,19.2785
18,0,19.2658
18,0,19.2529
18,0,19.2399
18,0,19.2268
18,0,19.2135
18,0,19.2
18,0,19.1864
18,0,19.1726
18,0,19.1587
18,0,19.1447
18,0,19.1305
18,0,19.1161
18,0,19.1017
18,0,19.0871
18,0,19.0723
18,0,19.0575
18,0,19.0425
18,0,19.0274
18,0,19.0121
18,0,18.9968
18,0,18.9813
18,0,18.9657
18,0,18.95
18,0,18.9342
18,0,18.9183
18,0,18.9023
18,0,18.8861
18,0,18.8699
18,0,18.8535
18,0,18.8371
18,0,18.8205
18,0,18.8039
18,0,18.7872
18,0,18.7703
18,0,18.7534
18,0,18.7364
18,0,18.7193
18,0,18.7021
18,0,18.6849
18,0,18.6675
18,0,18.6501
18,0,18.6326
18,0,18.615
18,0,18.5973
18,0,18.5796
18,0,18.5618
18,0,18.5439
18,0,18.5259
18,0,18.5079
18,0,18.4898
18,0,18.4717
18,0,18.4534
18,0,18.4352
18,0,18.4168
18,0,18.3984
18,0,18.3799
18,0,18.3614
18,0,18.3428
18,0,18.3242
18,0,18.3055
18,0,18.2867
18,0,18.2679
18,0,18.249
18,0,18.2301
18,0,18.2112
18,0,18.1922
18,0,18.1731
18,0,18.154
18,0,18.1349
18,0,18.1157
18,0,18.0965
18,0,18.0772
18,0,18.0567
18,0,18.0361
18,0,18.0155
18,0,17.9949
18,0,17.9743
18,0,17.9536
18,0,17.9329
18,0,17.9122
18,0,17.8915
18,0,17.8707
18,0,17.85
18,0,17.8292
18,0,17.808
18,0,17.7867
18,0,17.7655
18,0,17.7442
18,0,17.723
18,0,17.7017
18,0,17.6804
18,0,17.6591
18,0,17.6377
18,0,17.6164
18,0,17.5951
18,0,17.5737
18,0,17.552
18,0,17.5302
18,0,17.5085
18,0,17.4867
18,1,17.4649
18,1,17.4465
18,1,17.4315
18,1,17.4197
18,1,17.4112
18,1,17.4059
18,1,17.4037
18,1,17.4046
18,1,17.4077
18,1,17.4139
18,1,17.423
18,1,17.435
18,1,17.4497
18,1,17.4669
18,1,17.4863
18,1,17.5076
18,1,17.5307
18,1,17.5555
18,1,17.5816
18,1,17.609
18,1,17.6368
18,1,17.6656
18,1,17.6952
18,1,17.7257
18,1,17.7568
18,1,17.7886
18,1,17.8208
18,1,17.8536
18,1,17.8867
18,1,17.9201
18,1,17.9538
18,1,17.9878
18,1,18.0215
18,1,18.0553
18,1,18.0893
18,1,18.1233
18,1,18.1574
18,1,18.1915
18,1,18.2256
18,1,18.2596
18,1,18.2936
18,1,18.3276
18,1,18.3614
18,1,18.3951
18,1,18.4288
18,1,18.4623
18,1,18.4956
18,1,18.5289
18,0,18.5619
18,0,18.5941
18,0,18.6254
18,0,18.6558
18,0,18.6854
18,0,18.7141
18,0,18.742
18,0,18.7691
18,0,18.7954
18,0,18.8208
18,0,18.8455
18,0,18.8694
18,0,18.8926
18,0,18.915
18,0,18.9367
18,0,18.9576
18,0,18.9778
18,0,18.9973
18,0,19.0161
18,0,19.0343
18,0,19.0517
18,0,19.0685
18,0,19.0846
18,0,19.1001
18,0,19.1149
18,0,19.1291
18,0,19.1427
18,0,19.1557
18,0,19.168
18,0,19.1798
18,0,19.191
18,0,19.2016
18,0,19.2117
18,0,19.2212
18,0,19.2301
18,0,19.2385
18,0,19.2464
18,0,19.2537
18,0,19.2605
18,0,19.2668
18,0,19.2726
18,0,19.2779
18,0,19.2827
18,0,19.2871
18,0,19.2909
18,0,19.2943
18,0,19.2973
18,0,19.2997
18,0,19.3018
18,0,19.3034
18,0,19.3045
18,0,19.3053
18,0,19.3056
18,0,19.3055
18,0,19.305
18,0,19.3041
18,0,19.3028
18,0,19.3011
18,0,19.299
18,0,19.2965
18,0,19.2937
18,0,19.2905
18,0,19.287
18,0,19.2831
18,0,19.2788
18,0,19.2742
18,0,19.2693
18,0,19.264
18,0,19.2584
18,0,19.2525
18,0,19.2463
18,0,19.2397
18,0,19.2329
18,0,19.2257
18,0,19.2182
18,0,19.2105
18,0,19.2024
18,0,19.1941
18,0,19.1855
18,0,19.1766
18,0,19.1675
18,0,19.1581
18,0,19.1484
18,0,19.1384
18,0,19.1282
18,0,19.1178
18,0,19.1071
18,0,19.0962
18,0,19.085
18,0,19.0736
18,0,19.062
18,0,19.0501
18,0,19.038
18,0,19.0257
18,0,19.0132
18,0,19.0005
18,0,18.9875
18,0,18.9744
18,0,18.9611
18,0,18.9475
18,0,18.9338
18,0,18.9198
18,0,18.9057
18,0,18.8914
18,0,18.8769
18,0,18.8623
18,0,18.8474
18,0,18.8324
18,0,18.8172
18,0,18.8019
18,0,18.7864
18,0,18.7707
18,0,18.7549
18,0,18.7389
18,0,18.7227
18,0,18.7064
18,0,18.69
18,0,18.6734
18,0,18.6567
18,0,18.6398
18,0,18.6228
18,0,18.6057
18,0,18.5884
18,0,18.571
18,0,18.5535
18,0,18.5358
18,0,18.5181
18,0,18.5002
18,0,18.4822
18,0,18.464
18,0,18.4458
18,0,18.4274
18,0,18.409
18,0,18.3904
18,0,18.3717
18,0,18.3529
18,0,18.334
18,0,18.315
18,0,18.296
18,0,18.2768
18,0,18.2575
18,0,18.2382
18,0,18.2187
18,0,18.1992
18,0,18.1795
18,0,18.1598
18,0,18.14
18,0,18.1202
18,0,18.1002
18,0,18.0802
18,0,18.0601
18,0,18.0399
18,0,18.0196
18,0,17.9993
18,0,17.9789
18,0,17.9584
18,0,17.9379
18,0,17.9173
18,0,17.8966
18,0,17.8759
18,0,17.8551
18,0,17.8343
18,0,17.8134
18,0,17.7924
18,0,17.7714
18,0,17.7503
18,0,17.7292
18,0,17.708
18,0,17.6868
18,0,17.6655
18,0,17.6442
18,0,17.6229
18,0,17.6015
18,0,17.58
18,0,17.5585
18,0,17.537
18,0,17.5154
18,0,17.4938
18,1,17.4721
18,1,17.4538
18,1,17.4388
18,1,17.427
18,1,17.4185
18,1,17.413
18,1,17.4107
18,1,17.4115
18,1,17.4152
18,1,17.4219
18,1,17.4315
18,1,17.4437
18,1,17.4583
18,1,17.475
18,1,17.4936
18,1,17.5139
18,1,17.5357
18,1,17.5589
18,1,17.5833
18,1,17.6088
18,1,17.6353
18,1,17.6626
18,1,17.6907
18,1,17.7194
18,1,17.7488
18,1,17.7786
18,1,17.8089
18,1,17.8396
18,1,17.8706
18,1,17.9018
18,1,17.9333
18,1,17.9649
18,1,17.9967
18,1,18.0286
18,1,18.0606
18,1,18.0926
18,1,18.1246
18,1,18.1566
18,1,18.1886
18,1,18.2205
18,1,18.2524
18,1,18.2842
18,1,18.3159
18,1,18.3475
18,1,18.379
18,1,18.4104
18,1,18.4416
18,1,18.4727
18,1,18.5036
18,0,18.5343
18,0,18.5642
18,0,18.5932
18,0,18.6214
18,0,18.6487
18,0,18.6752
18,0,18.7009
18,0,18.7257
18,0,18.7498
18,0,18.7731
18,0,18.7956
18,0,18.8174
18,0,18.8384
18,0,18.8587
18,0,18.8782
18,0,18.8971
18,0,18.9152
18,0,18.9326
18,0,18.9494
18,0,18.9654
18,0,18.9808
18,0,18.9956
18,0,19.0097
18,0,19.0231
18,0,19.036
18,0,19.0482
18,0,19.0598
18,0,19.0708
18,0,19.0812
18,0,19.0911
18,0,19.1003
18,0,19.109
18,0,19.1171
18,0,19.1247
18,0,19.1318
18,0,19.1383
18,0,19.1443
18,0,19.1497
18,0,19.1547
18,0,19.1592
18,0,19.1631
18,0,19.1666
18,0,19.1696
18,0,19.1721
18,0,19.1742
18,0,19.1758
18,0,19.177
18,0,19.1777
18,0,19.178
18,0,19.1778
18,0,19.1772
18,0,19.1762
18,0,19.1748
18,0,19.173
18,0,19.1708
18,0,19.1681
18,0,19.1652
18,0,19.1627
18,0,19.1598
18,0,19.1566
18,0,19.153
18,0,19.1491
18,0,19.1448
18,0,19.1401
18,0,19.1351
18,0,19.1297
18,0,19.124
18,0,19.118
18,0,19.1116
18,0,19.1053
18,0,19.0986
18,0,19.0916
18,0,19.0842
18,0,19.0766
18,0,19.0687
18,0,19.0605
18,0,19.052
18,0,19.0432
18,0,19.0341
18,0,19.0247
18,0,19.0151
18,0,19.0055
18,0,18.9957
18,0,18.9856
18,0,18.9752
18,0,18.9645
18,0,18.9537
18,0,18.9425
18,0,18.9312
18,0,18.9196
18,0,18.9077
18,0,18.8957
18,0,18.8834
18,0,18.8714
18,0,18.8593
18,0,18.8469
18,0,18.8344
18,0,18.8216
18,0,18.8086
18,0,18.7954
18,0,18.782
18,0,18.7684
18,0,18.7545
18,0,18.7405
18,0,18.7264
18,0,18.7126
18,0,18.6986
18,0,18.6845
18,0,18.6701
18,0,18.6556
18,0,18.6409
18,0,18.6261
18,0,18.6111
18,0,18.5959
18,0,18.5805
18,0,18.565
18,0,18.5493
18,0,18.5337
18,0,18.518
18,0,18.5022
18,0,18.4862
18,0,18.47
18,0,18.4537
18,0,18.4373
18,0,18.4207
18,0,18.404
18,0,18.3871
18,0,18.3702
18,0,18.353
18,0,18.3358
18,0,18.3184
18,0,18.3009
18,0,18.2833
18,0,18.2656
18,0,18.2477
18,0,18.2297
18,0,18.2117
18,0,18.1935
18,0,18.1752
18,0,18.1567
18,0,18.1382
18,0,18.1196
18,0,18.1009
18,0,18.0821
18,0,18.0631
18,0,18.0441
18,0,18.025
18,0,18.0058
18,0,17.9865
18,0,17.9672
18,0,17.9477
18,0,17.9282
18,0,17.9085
18,0,17.8888
18,0,17.869
18,0,17.8492
18,0,17.8292
18,0,17.8092
18,0,17.7891
18,0,17.7689
18,0,17.7487
18,0,17.7284
18,0,17.708
18,0,17.6876
18,0,17.6671
18,0,17.6465
18,0,17.6259
18,0,17.6052
